identity_number;first_name;last_name;birthday;;
5163;Lea;Blahová;963-08-07 00:00:00.000000;;
5164;Zoltán;Hrušovský;997-04-02 00:00:00.000000;;
5165;Emil;Vašek;1977-01-13 00:00:00.000000;;
5166;Dávid;Feldek;1965-07-17 00:00:00.000000;;
5167;Gertrúda;Hagarová;1995-08-15 00:00:00.000000;;
5168;Roland;Krajčovič;966-06-01 00:00:00.000000;;
5169;Lýdia;Fabianová;1964-10-31 00:00:00.000000;;
5170;Marína;Grznárová;989-05-01 00:00:00.000000;;
5171;Martin;Árpás;1980-09-26 00:00:00.000000;;
5172;Hana;Bieliková;1986-03-24 00:00:00.000000;;
5173;Agnesa;Mrázová;986-04-06 00:00:00.000000;;
5174;Eduard;Chudík;1971-05-22 00:00:00.000000;;
5175;Adam;Macek;1989-02-11 00:00:00.000000;;
5176;Vlasta;Markovičová;1984-09-12 00:00:00.000000;;
5177;Zlatica;Jurinová;986-09-04 00:00:00.000000;;
5178;Vasil;Filc;1990-04-29 00:00:00.000000;;
5179;Drahomíra;Ihnačáková;1999-04-18 00:00:00.000000;;
5180;Blažena;Hroboňová;1998-09-22 00:00:00.000000;;
5181;Anabela;Arpášová;969-06-09 00:00:00.000000;;
5182;Žigmund;Bednárik;989-05-05 00:00:00.000000;;
5183;Juraj;Kráľ;1984-01-13 00:00:00.000000;;
5184;Gabriel;Dančiak;975-03-02 00:00:00.000000;;
5185;Oskar;Dočolomanský;966-06-06 00:00:00.000000;;
5186;Dagmara;Štefániková;1960-09-23 00:00:00.000000;;
5187;Alfonz;Cigánik;971-06-07 00:00:00.000000;;
5188;Zlatica;Bednárová;1988-04-13 00:00:00.000000;;
5189;Žofia;Finková;982-05-05 00:00:00.000000;;
5190;Štefánia;Vajdová;1989-01-31 00:00:00.000000;;
5191;Vieroslava;Zajacová;1982-03-23 00:00:00.000000;;
5192;Roman;Čarnogurský;1961-05-27 00:00:00.000000;;
5193;Marína;Bórová;1971-10-19 00:00:00.000000;;
5194;Laura;Žigmundová;966-01-08 00:00:00.000000;;
5195;Ľubica;Sýkorová;991-02-04 00:00:00.000000;;
5196;Viktória;Habláková;1998-01-13 00:00:00.000000;;
5197;Danica;Feldeková;1961-11-11 00:00:00.000000;;
5198;Marek;Šoltés;1991-06-10 00:00:00.000000;;
5199;Emanuel;Jánoš;998-02-06 00:00:00.000000;;
5200;Blažej;Fabian;1982-08-17 00:00:00.000000;;
5201;Amália;Kližanová;1970-02-17 00:00:00.000000;;
5202;Tamara;Trubenová;966-10-09 00:00:00.000000;;
5203;Katarína;Vaneková;1993-02-20 00:00:00.000000;;
5204;Adriána;Bačová;988-04-01 00:00:00.000000;;
5205;Terézia;Abrahámová;981-02-05 00:00:00.000000;;
5206;Žigmund;Bella;1961-08-15 00:00:00.000000;;
5207;Milada;Nižanská;1974-08-14 00:00:00.000000;;
5208;Bohumír;Toman;1989-10-11 00:00:00.000000;;
5209;Bohdan;Čapka;1997-07-15 00:00:00.000000;;
5210;Aurélia;Jurkovičová;1978-11-21 00:00:00.000000;;
5211;Vížazoslav;Rybár;1995-07-26 00:00:00.000000;;
5212;Ivica;Finková;1979-06-17 00:00:00.000000;;
5213;Branislava;Maďarová;1975-07-10 00:00:00.000000;;
5214;Veronika;Hrašková;976-09-03 00:00:00.000000;;
5215;Silvester;Bednár;960-08-09 00:00:00.000000;;
5216;Iľja;Mach;1999-04-15 00:00:00.000000;;
5217;Ľudomil;Paška;1964-10-16 00:00:00.000000;;
5218;Eleonóra;Škultétyová;1963-08-27 00:00:00.000000;;
5219;Miloslav;Bernard;1991-02-28 00:00:00.000000;;
5220;Irma;Markovičová;964-09-01 00:00:00.000000;;
5221;Marína;Jurinová;1960-12-20 00:00:00.000000;;
5222;Tichomír;Bakoš;1972-01-14 00:00:00.000000;;
5223;Eleonóra;Dobšinská;1961-02-23 00:00:00.000000;;
5224;Dušana;Štefániková;1997-03-20 00:00:00.000000;;
5225;Július;Česnek;1997-04-17 00:00:00.000000;;
5226;Metod;Kozák;1978-10-18 00:00:00.000000;;
5227;Žigmund;Romančík;1977-09-28 00:00:00.000000;;
5228;Mikuláš;Plekanec;987-04-04 00:00:00.000000;;
5229;Kamila;Dočolomanská;1982-06-24 00:00:00.000000;;
5230;Stanislava;Bartošová;1981-03-19 00:00:00.000000;;
5231;Katarína;Muchová;1964-01-17 00:00:00.000000;;
5232;Beňadik;Babka;1996-02-22 00:00:00.000000;;
5233;Ingrida;Debnárová;1968-01-26 00:00:00.000000;;
5234;Dávid;Masaryk;1984-02-10 00:00:00.000000;;
5235;Klára;Rybníčeková;1997-12-13 00:00:00.000000;;
5236;Viera;Ftáčinová;967-02-08 00:00:00.000000;;
5237;Olympia;Bellová;964-09-08 00:00:00.000000;;
5238;Darina;Capková;1969-08-30 00:00:00.000000;;
5239;Xénia;Ondrášeková;979-09-07 00:00:00.000000;;
5240;Dobroslava;Vašeková;992-01-05 00:00:00.000000;;
5241;Benjamín;Lisický;1981-09-20 00:00:00.000000;;
5242;Izabela;Maslová;1995-09-28 00:00:00.000000;;
5243;Július;Maďaič;1998-08-27 00:00:00.000000;;
5244;Marianna;Zubková;1970-04-25 00:00:00.000000;;
5245;Ľuboš;Ondrejka;1992-11-27 00:00:00.000000;;
5246;Juliana;Makovická;963-03-08 00:00:00.000000;;
5247;Arnold;Hric;1993-10-19 00:00:00.000000;;
5248;Lujza;Tomeková;1968-06-22 00:00:00.000000;;
5249;Ľuboslava;Kližanová;996-08-05 00:00:00.000000;;
5250;Gašpar;Filip;1987-03-21 00:00:00.000000;;
5251;Etela;Dančiaková;1970-06-26 00:00:00.000000;;
5252;Stela;Pavlovičová;1982-08-16 00:00:00.000000;;
5253;Nataša;Janáková;1981-06-26 00:00:00.000000;;
5254;Dana;Baranková;1980-09-26 00:00:00.000000;;
5255;Anežka;Bórová;1966-05-19 00:00:00.000000;;
5256;Lukáš;Hruška;1984-05-26 00:00:00.000000;;
5257;Natália;Antalová;962-11-02 00:00:00.000000;;
5258;Bibiána;Pašková;1975-02-12 00:00:00.000000;;
5259;Peter;Cibula;1963-01-24 00:00:00.000000;;
5260;Róbert;Balaša;1995-01-27 00:00:00.000000;;
5261;Leonard;Uram;1983-11-18 00:00:00.000000;;
5262;Matej;Ťapák;1990-12-25 00:00:00.000000;;
5263;Patrícia;Hušťáková;1996-06-30 00:00:00.000000;;
5264;Beňadik;Andrášy;971-04-05 00:00:00.000000;;
5265;Gustáv;Dudek;1978-11-14 00:00:00.000000;;
5266;Danica;Tatarková;1962-09-17 00:00:00.000000;;
5267;Viera;Danová;974-12-03 00:00:00.000000;;
5268;Marián;Baran;1959-04-19 00:00:00.000000;;
5269;Timotej;Zigo;1989-06-19 00:00:00.000000;;
5270;Cyril;Binder;1989-02-12 00:00:00.000000;;
5271;Boleslav;Ďurčo;960-11-01 00:00:00.000000;;
5272;Jerguš;Árpás;965-11-02 00:00:00.000000;;
5273;Regina;Havranová;995-12-03 00:00:00.000000;;
5274;Angela;Baranová;1963-03-15 00:00:00.000000;;
5275;Jearoslava;Chovanová;1979-01-12 00:00:00.000000;;
5276;Žigmund;Feldek;1986-08-30 00:00:00.000000;;
5277;Kristián;Rybníček;1997-05-13 00:00:00.000000;;
5278;Gustáv;Kuffa;1988-01-15 00:00:00.000000;;
5279;Silvester;Gál;1969-10-31 00:00:00.000000;;
5280;František;Fabuš;1998-02-27 00:00:00.000000;;
5281;Matúš;Jalovec;1978-07-24 00:00:00.000000;;
5282;Tibor;Vrabec;959-11-04 00:00:00.000000;;
5283;Alojzia;Poláková;1989-11-11 00:00:00.000000;;
5284;Milan;Ďaďo;998-08-01 00:00:00.000000;;
5285;Félix;Beran;983-07-02 00:00:00.000000;;
5286;Zina;Pušková;1984-11-12 00:00:00.000000;;
5287;Peter;Kučera;978-01-06 00:00:00.000000;;
5288;Pravoslav;Višňovský;1970-12-28 00:00:00.000000;;
5289;Gabriel;Markovič;1967-02-13 00:00:00.000000;;
5290;Vratislav;Sedliak;981-04-04 00:00:00.000000;;
5291;Vanda;Urblíková;1978-06-11 00:00:00.000000;;
5292;Urban;Vašek;1993-03-22 00:00:00.000000;;
5293;Viliam;Andrášik;966-02-05 00:00:00.000000;;
5294;Nora;Bakošová;962-04-04 00:00:00.000000;;
5295;Pravoslav;Kramár;1995-08-14 00:00:00.000000;;
5296;Emanuel;Árpás;1968-10-11 00:00:00.000000;;
5297;Vlasta;Blažejová;1996-08-21 00:00:00.000000;;
5298;Martina;Beranová;1998-03-10 00:00:00.000000;;
5299;Bystrík;Kaliský;994-11-01 00:00:00.000000;;
5300;Filoména;Bánová;1979-10-10 00:00:00.000000;;
5301;Regina;Maďarová;1996-07-11 00:00:00.000000;;
5302;Božidara;Valachová;1980-01-11 00:00:00.000000;;
5303;Alexander;Tatarka;1983-01-26 00:00:00.000000;;
5304;Bohuslav;Doležal;1969-03-25 00:00:00.000000;;
5305;Nikola;Bilková;1993-04-26 00:00:00.000000;;
5306;Ružena;Dorková;1975-01-18 00:00:00.000000;;
5307;Gabriel;Tomášek;1989-01-31 00:00:00.000000;;
5308;Valéria;Záborská;996-06-09 00:00:00.000000;;
5309;Jana;Kubecová;1964-10-14 00:00:00.000000;;
5310;Vavrinec;Valach;1978-06-17 00:00:00.000000;;
5311;Anna;Ťapáková;982-11-05 00:00:00.000000;;
5312;Demeter;Husák;1982-01-17 00:00:00.000000;;
5313;Henrich;Jantošovič;997-12-06 00:00:00.000000;;
5314;Gregor;Krištof;962-08-02 00:00:00.000000;;
5315;Ľudomila;Bieliková;1961-12-23 00:00:00.000000;;
5316;Martin;Konrád;997-08-02 00:00:00.000000;;
5317;Prokop;Valach;1988-03-20 00:00:00.000000;;
5318;Hedviga;Dusíková;969-06-07 00:00:00.000000;;
5319;Florián;Balaša;1991-10-18 00:00:00.000000;;
5320;Etela;Dudová;977-05-05 00:00:00.000000;;
5321;Mária;Rojková;1983-11-25 00:00:00.000000;;
5322;Henrich;Orlík;1995-01-30 00:00:00.000000;;
5323;Radovan;Černík;1984-12-13 00:00:00.000000;;
5324;Alena;Vaneková;1959-04-26 00:00:00.000000;;
5325;Filoména;Kolníková;1965-11-14 00:00:00.000000;;
5326;Peter;Uram;1996-08-31 00:00:00.000000;;
5327;Frederik;Fabian;1977-09-20 00:00:00.000000;;
5328;Romana;Jakubecová;991-11-09 00:00:00.000000;;
5329;Melánia;Boríková;1973-03-25 00:00:00.000000;;
5330;Ľudmila;Hrdličková;1993-08-24 00:00:00.000000;;
5331;Darina;Masaryková;1984-06-25 00:00:00.000000;;
5332;Jarolím;Árpás;994-12-05 00:00:00.000000;;
5333;Jarmila;Bednáriková;1971-11-27 00:00:00.000000;;
5334;Prokop;Adam;1961-03-17 00:00:00.000000;;
5335;Stanislava;Zajacová;1965-07-26 00:00:00.000000;;
5336;Dávid;Vajda;1975-06-17 00:00:00.000000;;
5337;Zora;Červeňová;972-01-04 00:00:00.000000;;
5338;Diana;Uramová;1997-11-30 00:00:00.000000;;
5339;Vanda;Dekýšová;1992-06-30 00:00:00.000000;;
5340;Hermína;Ďurčová;1959-12-18 00:00:00.000000;;
5341;Vladimír;Halák;1965-02-18 00:00:00.000000;;
5342;Eugen;Liška;1981-09-29 00:00:00.000000;;
5343;Eleonóra;Habláková;996-04-09 00:00:00.000000;;
5344;Kornel;Kubiček;978-07-03 00:00:00.000000;;
5345;Renáta;Raková;990-08-08 00:00:00.000000;;
5346;Eduard;Bicek;972-10-01 00:00:00.000000;;
5347;Ružena;Mikušová;965-03-04 00:00:00.000000;;
5348;Veronika;Markovičová;989-05-07 00:00:00.000000;;
5349;Valentína;Vašeková;976-05-05 00:00:00.000000;;
5350;Irena;Richtárová;1999-09-10 00:00:00.000000;;
5351;Miloš;Kocúr;1990-12-30 00:00:00.000000;;
5352;Nora;Jánošová;961-05-08 00:00:00.000000;;
5353;Pravoslav;Palko;981-11-06 00:00:00.000000;;
5354;Dušan;Hablák;1980-05-31 00:00:00.000000;;
5355;Ferdinand;Adam;991-03-05 00:00:00.000000;;
5356;Judita;Cígerová;1965-12-26 00:00:00.000000;;
5357;Paulína;Bondrová;1963-04-24 00:00:00.000000;;
5358;Milena;Andrásová;1981-06-17 00:00:00.000000;;
5359;Pravoslav;Hric;1992-08-27 00:00:00.000000;;
5360;Peter;Záborský;995-02-02 00:00:00.000000;;
5361;Vasil;Bednárik;1985-03-28 00:00:00.000000;;
5362;Radúz;Pavel;989-08-03 00:00:00.000000;;
5363;Rozália;Chovanecová;977-03-01 00:00:00.000000;;
5364;Ferdinand;Almáši;971-02-01 00:00:00.000000;;
5365;Elvíra;Chovanová;1996-06-20 00:00:00.000000;;
5366;Iľja;Beihofner;1993-07-11 00:00:00.000000;;
5367;Matilda;Hlaváčová;1998-12-15 00:00:00.000000;;
5368;Lukáš;Čarnogurský;979-06-08 00:00:00.000000;;
5369;Blanka;Šťastná;1991-02-27 00:00:00.000000;;
5370;Olympia;Boreková;983-09-06 00:00:00.000000;;
5371;Fratiška;Česneková;1978-12-30 00:00:00.000000;;
5372;Estera;Hudáčeková;1980-10-23 00:00:00.000000;;
5373;Radovan;Dočolomanský;999-03-03 00:00:00.000000;;
5374;Ida;Vajdová;1990-02-17 00:00:00.000000;;
5375;Miloš;Valent;1960-06-16 00:00:00.000000;;
5376;Pankrác;Antal;1981-08-19 00:00:00.000000;;
5377;Oto;Šarkan;1974-08-17 00:00:00.000000;;
5378;Adela;Pavlíčeková;1964-09-28 00:00:00.000000;;
5379;Veronika;Blažejová;979-06-06 00:00:00.000000;;
5380;Prokop;Klimo;1977-04-27 00:00:00.000000;;
5381;Vasil;Hraško;974-06-03 00:00:00.000000;;
5382;Gustáv;Bór;1967-08-20 00:00:00.000000;;
5383;Jaromír;Beňuška;1972-02-28 00:00:00.000000;;
5384;Božidara;Masaryková;1988-08-13 00:00:00.000000;;
5385;Servác;Kyseľ;975-10-08 00:00:00.000000;;
5386;Estera;Jurčová;1991-06-13 00:00:00.000000;;
5387;Juraj;Gálik;1968-12-12 00:00:00.000000;;
5388;Rozália;Franeková;1984-10-15 00:00:00.000000;;
5389;Eleonóra;Filcová;1967-04-14 00:00:00.000000;;
5390;Jozef;Urblík;1978-08-21 00:00:00.000000;;
5391;Žigmund;Feldek;1997-04-19 00:00:00.000000;;
5392;Dobroslava;Andrášová;1988-12-25 00:00:00.000000;;
5393;Vojtech;Baško;1986-05-26 00:00:00.000000;;
5394;Gizela;Makovická;982-02-06 00:00:00.000000;;
5395;Ľubomír;Bernolák;1959-05-19 00:00:00.000000;;
5396;Aurélia;Bieliková;996-11-08 00:00:00.000000;;
5397;Ľuboš;Kiseľ;962-08-01 00:00:00.000000;;
5398;Jela;Cyprichová;1980-07-15 00:00:00.000000;;
5399;Štefánia;Čekovská;1996-09-23 00:00:00.000000;;
5400;Matilda;Cibulová;964-11-08 00:00:00.000000;;
5401;Dáša;Čapkovičová;1999-10-15 00:00:00.000000;;
5402;Andrej;Hodža;1974-11-28 00:00:00.000000;;
5403;Natália;Korecová;1973-09-17 00:00:00.000000;;
5404;Slavomír;Filc;987-05-07 00:00:00.000000;;
5405;Kamil;Janák;1985-09-24 00:00:00.000000;;
5406;Dezider;Pavlíček;1994-07-21 00:00:00.000000;;
5407;Branislav;Ihnačák;980-06-09 00:00:00.000000;;
5408;Ambróz;Podhradský;980-12-08 00:00:00.000000;;
5409;Ľubica;Fabianová;1965-01-10 00:00:00.000000;;
5410;Bonifác;Kozák;1964-08-10 00:00:00.000000;;
5411;František;Andrášy;1995-03-31 00:00:00.000000;;
5412;Milan;Balog;971-01-09 00:00:00.000000;;
5413;Dagmara;Kocúrová;1960-05-25 00:00:00.000000;;
5414;Vladimír;Rosina;1980-08-27 00:00:00.000000;;
5415;Zoja;Blahová;985-10-05 00:00:00.000000;;
5416;Ivan;Kollár;993-10-03 00:00:00.000000;;
5417;Jakub;Čapkovič;1984-10-10 00:00:00.000000;;
5418;Vladimíra;Hlaváčová;1987-10-22 00:00:00.000000;;
5419;Arnold;Krajči;984-05-03 00:00:00.000000;;
5420;Ignác;Maďaič;1986-04-16 00:00:00.000000;;
5421;Vížazoslav;Murín;985-03-03 00:00:00.000000;;
5422;Renáta;Višňovská;1996-10-27 00:00:00.000000;;
5423;Igor;Miklík;999-12-03 00:00:00.000000;;
5424;Edita;Miklošová;993-09-04 00:00:00.000000;;
5425;Vanda;Šoltésová;975-01-05 00:00:00.000000;;
5426;Denisa;Sýkorová;960-06-07 00:00:00.000000;;
5427;Vasil;Jadľovský;989-04-01 00:00:00.000000;;
5428;Sidónia;Jurinová;1980-04-17 00:00:00.000000;;
5429;Galina;Murínová;1983-12-15 00:00:00.000000;;
5430;Leonard;Černík;1974-04-21 00:00:00.000000;;
5431;Igor;Rusnák;1989-12-24 00:00:00.000000;;
5432;Antónia;Maková;1977-12-17 00:00:00.000000;;
5433;Dušana;Koubová;1970-10-29 00:00:00.000000;;
5434;Dušana;Ondrejková;1984-04-26 00:00:00.000000;;
5435;Lujza;Gregorová;1975-02-21 00:00:00.000000;;
5436;Fratiška;Puškárová;991-04-07 00:00:00.000000;;
5437;Regina;Kráľová;1980-11-23 00:00:00.000000;;
5438;Emanuel;Ondrášek;1975-05-10 00:00:00.000000;;
5439;Adriána;Labudová;1965-04-15 00:00:00.000000;;
5440;Levoslav;Hrdlička;1999-07-21 00:00:00.000000;;
5441;Bohumila;Chovanecová;984-10-06 00:00:00.000000;;
5442;Ernest;Beran;1972-10-13 00:00:00.000000;;
5443;Roland;Cíger;1963-05-25 00:00:00.000000;;
5444;Beňadik;Ďurčo;959-11-06 00:00:00.000000;;
5445;Xénia;Heretiková;1981-11-13 00:00:00.000000;;
5446;Lucia;Urblíková;976-07-03 00:00:00.000000;;
5447;Cyprián;Borík;1980-01-27 00:00:00.000000;;
5448;Marianna;Dočolomanská;1975-02-19 00:00:00.000000;;
5449;Ambróz;Cibula;1969-01-26 00:00:00.000000;;
5450;Krištof;Kocian;978-08-05 00:00:00.000000;;
5451;Ladislav;Durdík;965-12-09 00:00:00.000000;;
5452;Bohuslava;Tatarková;967-11-01 00:00:00.000000;;
5453;Fratiška;Arpášová;1995-06-26 00:00:00.000000;;
5454;Ivica;Adamová;976-12-09 00:00:00.000000;;
5455;Viera;Bernoláková;1998-03-27 00:00:00.000000;;
5456;Medard;Hošťák;1967-04-23 00:00:00.000000;;
5457;Ignác;Urblík;1971-04-26 00:00:00.000000;;
5458;Ľudmila;Hrušková;1971-02-22 00:00:00.000000;;
5459;Samuel;Červeň;1978-07-11 00:00:00.000000;;
5460;Beňadik;Baško;1995-12-10 00:00:00.000000;;
5461;Dobromila;Abrahámová;1994-12-26 00:00:00.000000;;
5462;Ľudomila;Raková;1995-03-20 00:00:00.000000;;
5463;Mikuláš;Blaho;987-06-03 00:00:00.000000;;
5464;Slávka;Ihnačáková;988-06-09 00:00:00.000000;;
5465;Dominika;Pavelková;1983-09-12 00:00:00.000000;;
5466;Nora;Štefániková;973-01-03 00:00:00.000000;;
5467;Perla;Dušičková;986-09-03 00:00:00.000000;;
5468;Gašpar;Štefánek;1969-08-30 00:00:00.000000;;
5469;Eugen;András;1960-02-10 00:00:00.000000;;
5470;Matej;Uram;1993-12-18 00:00:00.000000;;
5471;Ondrej;Čekovský;996-01-09 00:00:00.000000;;
5472;Teodor;Hraško;1991-04-19 00:00:00.000000;;
5473;Dionýz;Jantošovič;1973-09-16 00:00:00.000000;;
5474;Félix;Halák;967-07-04 00:00:00.000000;;
5475;Lenka;Havráneková;1960-09-22 00:00:00.000000;;
5476;Danica;Bačová;1993-11-30 00:00:00.000000;;
5477;Klára;Boríková;969-10-02 00:00:00.000000;;
5478;Koloman;Dančiak;1992-03-17 00:00:00.000000;;
5479;Lea;Cigáňová;965-05-04 00:00:00.000000;;
5480;Valentína;Marcinková;988-11-05 00:00:00.000000;;
5481;Jozefína;Kazíková;1974-02-11 00:00:00.000000;;
5482;Radoslav;András;1982-06-26 00:00:00.000000;;
5483;Emília;Kližanová;1990-05-27 00:00:00.000000;;
5484;Edmund;Holúbek;1997-02-13 00:00:00.000000;;
5485;Alena;Pavelová;1960-11-16 00:00:00.000000;;
5486;Mojmír;Kuna;1979-01-14 00:00:00.000000;;
5487;Fedor;Dančák;1987-03-19 00:00:00.000000;;
5488;Alexandra;Beňová;1969-10-17 00:00:00.000000;;
5489;Bohumil;Ťapák;1987-11-18 00:00:00.000000;;
5490;Hedviga;Šoltésová;1983-11-16 00:00:00.000000;;
5491;Tomáš;Heretik;1969-09-29 00:00:00.000000;;
5492;Zlatica;Kurucová;1980-08-28 00:00:00.000000;;
5493;Dionýz;Žigmund;1972-08-15 00:00:00.000000;;
5494;Jakub;Durdík;1971-04-20 00:00:00.000000;;
5495;Milena;Lacová;1978-06-11 00:00:00.000000;;
5496;Mojmír;András;1962-02-25 00:00:00.000000;;
5497;Kvetoslava;Maslová;1980-10-30 00:00:00.000000;;
5498;Oto;Zubko;1961-04-24 00:00:00.000000;;
5499;Nikola;Bahnová;1963-02-21 00:00:00.000000;;
5500;Paulína;Bórová;966-05-08 00:00:00.000000;;
5501;Boris;Rak;1973-03-27 00:00:00.000000;;
5502;Bonifác;Kubiček;1985-04-20 00:00:00.000000;;
5503;Jerguš;Strava;1965-08-30 00:00:00.000000;;
5504;Koloman;Chovan;1973-05-16 00:00:00.000000;;
5505;Otília;Lišková;1968-08-19 00:00:00.000000;;
5506;Filip;Sklár;993-04-06 00:00:00.000000;;
5507;Perla;Dobšinská;1981-08-16 00:00:00.000000;;
5508;Bohdana;Hubová;989-08-02 00:00:00.000000;;
5509;Jaromír;Bilko;1964-02-26 00:00:00.000000;;
5510;Ivica;Ftáčinová;1972-03-19 00:00:00.000000;;
5511;Karistína;Kurucová;1995-01-26 00:00:00.000000;;
5512;Kornel;Liška;1985-01-25 00:00:00.000000;;
5513;Alojz;Jurkovič;1997-07-11 00:00:00.000000;;
5514;Eduard;Beran;1975-07-26 00:00:00.000000;;
5515;Marcela;Klimová;976-08-05 00:00:00.000000;;
5516;Vlasta;Hlinková;1999-09-17 00:00:00.000000;;
5517;Izabela;Timková;1972-03-21 00:00:00.000000;;
5518;Vendelín;Matiaško;995-04-05 00:00:00.000000;;
5519;Alexander;Vajda;1972-03-15 00:00:00.000000;;
5520;Branislava;Podhradská;962-08-09 00:00:00.000000;;
5521;Darina;Pavelková;1986-07-13 00:00:00.000000;;
5522;Anabela;Kubičeková;992-07-08 00:00:00.000000;;
5523;Jearoslava;Poláková;1966-03-10 00:00:00.000000;;
5524;Vladimír;Ďurčo;1999-11-15 00:00:00.000000;;
5525;Štefan;Bednár;1984-02-16 00:00:00.000000;;
5526;Nadežda;Andrášyová;961-12-02 00:00:00.000000;;
5527;Martin;Balaša;1989-04-10 00:00:00.000000;;
5528;Zuzana;Holičová;1984-05-19 00:00:00.000000;;
5529;Pankrác;Filip;989-02-02 00:00:00.000000;;
5530;Augustín;Kraľovič;1978-10-29 00:00:00.000000;;
5531;Sabína;Cibulová;1999-06-17 00:00:00.000000;;
5532;Lívia;Halušková;1964-01-18 00:00:00.000000;;
5533;Alexandra;Boričová;959-03-02 00:00:00.000000;;
5534;Nina;Dušičková;970-04-02 00:00:00.000000;;
5535;Eva;Dorková;1993-08-19 00:00:00.000000;;
5536;Agáta;Filcová;968-05-01 00:00:00.000000;;
5537;Xénia;Marcinková;991-10-01 00:00:00.000000;;
5538;Viktor;Bahno;973-09-05 00:00:00.000000;;
5539;Tomáš;Kuna;995-09-02 00:00:00.000000;;
5540;Dana;Beková;1961-10-15 00:00:00.000000;;
5541;Anton;Rojko;1997-06-18 00:00:00.000000;;
5542;Cecília;Kotuličová;1999-01-20 00:00:00.000000;;
5543;Boleslav;Blaha;961-08-01 00:00:00.000000;;
5544;Ema;Franeková;974-08-07 00:00:00.000000;;
5545;Vincent;Vrabec;1983-10-18 00:00:00.000000;;
5546;Demeter;Starosta;1967-12-30 00:00:00.000000;;
5547;Marína;Vajdová;980-12-03 00:00:00.000000;;
5548;Zoja;Andrašíková;992-11-02 00:00:00.000000;;
5549;Žigmund;Labuda;1971-07-14 00:00:00.000000;;
5550;Leonard;Hrušovský;964-07-02 00:00:00.000000;;
5551;Oldrich;Blaha;1967-06-25 00:00:00.000000;;
5552;Kazimír;Baňa;959-08-04 00:00:00.000000;;
5553;Ivan;Babka;1977-06-16 00:00:00.000000;;
5554;Benjamín;Huba;1980-01-23 00:00:00.000000;;
5555;Ľudomil;Jančo;959-06-01 00:00:00.000000;;
5556;Božidara;Križanová;1998-12-23 00:00:00.000000;;
5557;Ida;Hečková;988-01-02 00:00:00.000000;;
5558;Anna;Jalovecová;994-11-07 00:00:00.000000;;
5559;Alena;Starostová;1969-01-24 00:00:00.000000;;
5560;Bohdan;Habuša;976-01-03 00:00:00.000000;;
5561;Florián;Droppa;1972-12-12 00:00:00.000000;;
5562;Brigita;Hrušovská;1970-06-28 00:00:00.000000;;
5563;Beáta;Rybárová;1999-01-29 00:00:00.000000;;
5564;Viktória;Fabušová;1967-07-13 00:00:00.000000;;
5565;Adriána;Abrahámová;1980-07-15 00:00:00.000000;;
5566;Ema;Baranová;1973-01-26 00:00:00.000000;;
5567;Bernard;Gašparovič;1976-04-24 00:00:00.000000;;
5568;Valér;Hodža;964-01-03 00:00:00.000000;;
5569;Igor;Timko;1969-12-16 00:00:00.000000;;
5570;Drahoslava;Mrázová;1970-01-19 00:00:00.000000;;
5571;Roman;Hodža;1994-12-12 00:00:00.000000;;
5572;Sláva;Lajčáková;1996-08-22 00:00:00.000000;;
5573;Melinda;Lišková;1991-07-12 00:00:00.000000;;
5574;Florián;Gregor;971-01-09 00:00:00.000000;;
5575;Ignác;Žigo;984-08-07 00:00:00.000000;;
5576;Servác;Kotulič;1985-09-17 00:00:00.000000;;
5577;Eduard;Valach;965-09-09 00:00:00.000000;;
5578;Linda;Šimovičová;980-09-04 00:00:00.000000;;
5579;Gizela;Luptáková;1982-01-10 00:00:00.000000;;
5580;Viliam;Slovák;1974-07-25 00:00:00.000000;;
5581;Dalibor;Zubko;988-01-06 00:00:00.000000;;
5582;Ľubomír;Balog;990-01-01 00:00:00.000000;;
5583;Eugénia;Anderlová;972-06-07 00:00:00.000000;;
5584;Dalibor;Otčenáš;1971-07-11 00:00:00.000000;;
5585;Jozefína;Dančáková;996-08-08 00:00:00.000000;;
5586;Vratko;Korec;997-05-03 00:00:00.000000;;
5587;Roland;Vlk;1971-10-13 00:00:00.000000;;
5588;Xénia;Andrásová;1988-06-19 00:00:00.000000;;
5589;Eugénia;Muchová;1980-12-23 00:00:00.000000;;
5590;Ivan;Nemec;1999-02-21 00:00:00.000000;;
5591;Žofia;Zubríková;1972-12-16 00:00:00.000000;;
5592;Cyprián;Ondrášek;1994-10-25 00:00:00.000000;;
5593;Ľubomír;Martinec;978-03-09 00:00:00.000000;;
5594;Ľudomil;Mak;1996-02-14 00:00:00.000000;;
5595;Jaromír;Michalica;997-05-08 00:00:00.000000;;
5596;Zlatica;Kubecová;959-10-06 00:00:00.000000;;
5597;Edita;Jadľovská;960-07-08 00:00:00.000000;;
5598;Dalibor;Zajac;1971-08-14 00:00:00.000000;;
5599;Marianna;Tomanová;1998-04-27 00:00:00.000000;;
5600;Augustín;Konôpka;1993-04-22 00:00:00.000000;;
5601;Ignác;Bača;985-05-09 00:00:00.000000;;
5602;Servác;Borek;1999-06-14 00:00:00.000000;;
5603;Marta;Dubovská;1993-12-18 00:00:00.000000;;
5604;Anna;Arpášová;986-10-02 00:00:00.000000;;
5605;Peter;Binder;1982-04-21 00:00:00.000000;;
5606;Móric;Mlynárik;1981-11-24 00:00:00.000000;;
5607;Róbert;Orlík;979-07-07 00:00:00.000000;;
